"time","mean","stdev","min","max","q1","q3","median","s9","s8","s3","s2","s1","s7","s6","s5","s4","s19","s18","s13","s12","s11","s10","s17","s16","s15","s14","s30","s22","s23","s20","s21","s26","s27","s24","s25","s28","s29"
0.1,0.005666666666666667,0.00495535624910617,0.005666666666666667,0.01,0.0,0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.0,0.01
0.2,0.0026666666666666666,0.004422166387140535,0.0026666666666666666,0.01,0.0,0.0075,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0
0.3,0.016000000000000004,0.01306394529484362,0.016000000000000004,0.05,0.01,0.02,0.01,0.04,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.02,0.01,0.05,0.01,0.0,0.0,0.02,0.02,0.01,0.01,0.01,0.03,0.02,0.03,0.04,0.02,0.01,0.01,0.03,0.01,0.03,0.01
0.4,0.008666666666666665,0.007630348761506398,0.008666666666666665,0.03,0.0,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.02,0.0,0.03,0.02,0.0,0.01,0.02,0.01,0.0,0.0
0.5,0.013000000000000005,0.011298967504452194,0.013000000000000005,0.04,0.01,0.01,0.01,0.04,0.0,0.01,0.0,0.01,0.01,0.04,0.01,0.03,0.01,0.03,0.0,0.01,0.0,0.01,0.03,0.01,0.02,0.01,0.01,0.01,0.0,0.03,0.01,0.01,0.01,0.01,0.01,0.0,0.01
0.6,0.018666666666666675,0.01627540748764493,0.018666666666666675,0.06,0.01,0.03,0.01,0.04,0.0,0.0,0.01,0.01,0.05,0.03,0.04,0.05,0.02,0.01,0.01,0.0,0.0,0.03,0.02,0.02,0.01,0.0,0.01,0.02,0.01,0.03,0.03,0.0,0.02,0.01,0.06,0.01,0.01
0.7,0.028333333333333342,0.017904065335994382,0.028333333333333342,0.06,0.01,0.04750000000000001,0.02,0.06,0.0,0.02,0.01,0.01,0.06,0.04,0.04,0.05,0.04,0.02,0.02,0.02,0.03,0.05,0.05,0.05,0.01,0.01,0.01,0.02,0.01,0.05,0.03,0.01,0.04,0.01,0.05,0.01,0.02
0.8,0.024666666666666674,0.020286832072937258,0.024666666666666674,0.08,0.01,0.0375,0.02,0.06,0.02,0.01,0.0,0.03,0.05,0.05,0.05,0.08,0.03,0.03,0.02,0.0,0.0,0.04,0.02,0.02,0.02,0.01,0.01,0.01,0.0,0.05,0.02,0.02,0.02,0.01,0.05,0.0,0.01
0.9,0.029000000000000012,0.021346350195447148,0.029000000000000012,0.08,0.0125,0.04750000000000001,0.02,0.05,0.0,0.01,0.0,0.03,0.04,0.05,0.07,0.08,0.02,0.02,0.01,0.02,0.01,0.03,0.02,0.02,0.01,0.0,0.05,0.03,0.02,0.02,0.02,0.0,0.06,0.05,0.06,0.04,0.03
1.0,0.019333333333333338,0.015040685563571306,0.019333333333333338,0.06,0.01,0.03,0.02,0.04,0.0,0.0,0.01,0.01,0.03,0.05,0.03,0.06,0.01,0.02,0.04,0.03,0.03,0.02,0.02,0.02,0.01,0.02,0.01,0.01,0.0,0.02,0.01,0.0,0.03,0.01,0.03,0.0,0.01
